lon;lat;Model1;Model2;Model3;GSMaP
138,25 ;3,75 ;6,59;6,86;4,55;21,12
138,25 ;3,88 ;5,66;6,95;3,91;28,08
138,25 ;4,00 ;6,09;7,31;4,25;41,76
138,25 ;4,13 ;6,12;6,39;4,25;45,84
138,25 ;4,25 ;6,28;8,23;4,42;55,44
138,25 ;4,38 ;7,03;8,42;4,94;53,28
138,25 ;4,50 ;7,03;8,33;4,81;53,28
138,25 ;4,63 ;7,44;8,36;4,78;46,08
138,25 ;4,75 ;8,72;8,73;4,86;34,32
138,25 ;4,88 ;11,28;9,08;4,44;20,64
138,25 ;5,00 ;12,09;8,02;4,33;9,12
138,25 ;5,13 ;13,22;9,25;5,11;10,56
138,25 ;5,25 ;13,16;9,3;5,09;12,96
138,25 ;5,38 ;14,06;9,42;4,39;10,8
138,25 ;5,50 ;14,22;8,84;4,62;8,64
138,25 ;5,63 ;12,34;9,23;4,88;7,92
138,25 ;5,75 ;10,88;9,31;4,92;4,8
138,25 ;5,88 ;9,12;7,47;5,5;2,64
138,25 ;6,00 ;8,09;7,75;5,11;1,2
138,25 ;6,13 ;8,53;8,53;3,89;0,72
138,25 ;6,25 ;9,28;8,92;3,31;0,24
138,25 ;6,38 ;11,25;7,62;2,75;0,24
138,25 ;6,50 ;11,75;7,09;2,5;0,48
138,25 ;6,63 ;11,28;6,44;2,72;0,24
138,25 ;6,75 ;10,84;6,33;3,06;0
138,25 ;6,88 ;10,88;5,97;4,05;0,24
138,25 ;7,00 ;10,91;6,05;5,28;0
138,25 ;7,13 ;11,31;5,64;5,72;0
138,25 ;7,25 ;11,31;6,2;6,02;0
138,25 ;7,38 ;11,78;5,67;5,84;0
138,25 ;7,50 ;12,97;5,42;4,8;0,24
138,25 ;7,63 ;14,25;5,45;4,59;0
138,25 ;7,75 ;14;4,98;5,75;0
138,25 ;7,88 ;13,34;4,77;5,83;0
138,25 ;8,00 ;13,78;4,88;5,03;0,48
138,25 ;8,13 ;11,84;4,66;3,86;1,44
138,25 ;8,25 ;11,41;4,17;3,58;1,44
138,25 ;8,38 ;11,06;3,11;4,05;1,44
138,25 ;8,50 ;12,25;2,95;3,59;1,44
138,25 ;8,63 ;13;3,8;3,97;1,92
138,25 ;8,75 ;11,53;4,75;4,25;3,36
138,25 ;8,88 ;11;3,86;5,5;6,24
138,25 ;9,00 ;9,81;3,41;8,5;8,4
138,25 ;9,13 ;9,62;3,53;8,97;9,6
138,25 ;9,25 ;8,91;3,7;10,34;10,56
138,25 ;9,38 ;7,97;3,44;12,05;10,56
138,25 ;9,50 ;8,62;3,33;12,06;11,52
138,25 ;9,63 ;9,16;3,58;13,19;12,48
138,25 ;9,75 ;8,94;2,64;11,22;12,72
138,25 ;9,88 ;8,91;2,16;10,08;13,2
138,25 ;10,00 ;9,56;3;9,17;19,44
138,38 ;-10,00 ;0,47;0,83;0,59;0
138,38 ;-9,88 ;0,62;0,84;0,67;0
138,38 ;-9,75 ;0,34;0,95;0,44;0
138,38 ;-9,63 ;0,81;0,84;0,5;0
138,38 ;-9,50 ;1,22;1,16;0,64;0
138,38 ;-9,38 ;0,94;1,08;0,67;0
138,38 ;-9,25 ;1,38;1,09;0,97;0
138,38 ;-9,13 ;1,25;1,12;1;0
138,38 ;-9,00 ;1,59;1,25;0,88;0
138,38 ;-8,88 ;1,38;1,05;0,86;0
138,38 ;-8,75 ;1,69;1,06;1,19;0
138,38 ;-8,63 ;1,62;1,39;1,42;0
138,38 ;-8,50 ;2,03;1,38;1,77;0
138,38 ;-8,38 ;3,34;2,31;3,2;0
138,38 ;-8,25 ;0,88;0,34;1,34;0
138,38 ;-8,13 ;0,34;0,16;0,52;0
138,38 ;-8,00 ;0,25;0,12;0,55;0
138,38 ;-7,88 ;0,16;0,03;0,23;0
138,38 ;-7,75 ;0,03;0,02;0,06;0
138,38 ;-7,63 ;0;0,02;0,06;0
138,38 ;-7,50 ;0;0;0;0
138,38 ;-7,38 ;0;0;0;0
138,38 ;-7,25 ;0,03;0;0;0
138,38 ;-7,13 ;0,09;0,33;0,48;0
138,38 ;-7,00 ;0,12;0,34;0,58;0
138,38 ;-6,88 ;0,09;0,08;0,23;0
138,38 ;-6,75 ;0,06;0;0,02;0
138,38 ;-6,63 ;0,12;0;0,06;0
138,38 ;-6,50 ;0,56;0,09;0,05;0
138,38 ;-6,38 ;0,06;0;0;0
138,38 ;-6,25 ;0;0,2;0,02;0
138,38 ;-6,13 ;0,16;0,66;0,05;0
138,38 ;-6,00 ;0,44;0,83;0,14;0
138,38 ;-5,88 ;0,44;1,08;0,22;0
138,38 ;-5,75 ;0,41;0,62;0,2;0
138,38 ;-5,63 ;1,03;0,81;0,44;0
138,38 ;-5,50 ;1,56;0,97;0,69;0
138,38 ;-5,38 ;1,62;1,59;1,41;0
138,38 ;-5,25 ;1,59;1,25;1,91;0
138,38 ;-5,13 ;2,22;2,2;2,31;0
138,38 ;-5,00 ;2,81;3;2,33;0
138,38 ;-4,88 ;2,84;4,08;2,12;0,24
138,38 ;-4,75 ;8,69;10,22;3,11;0,72
138,38 ;-4,63 ;11,66;8,2;1,97;1,44
138,38 ;-4,50 ;48,5;6,91;5,25;1,2
138,38 ;-4,38 ;97,75;23,72;7,36;2,16
138,38 ;-4,25 ;53,59;14,89;7,17;1,92
138,38 ;-4,13 ;34,03;10,77;8,08;1,44
138,38 ;-4,00 ;14,5;10,05;11,91;0
138,38 ;-3,88 ;5,09;5,31;9,06;0
138,38 ;-3,75 ;5,25;7,88;8,64;0
138,38 ;-3,63 ;2;12,55;7,91;0
138,38 ;-3,50 ;30,16;27,33;34,17;1,68
138,38 ;-3,38 ;22,06;13,86;27,47;0,72
138,38 ;-3,25 ;6,47;4,36;18,8;1,44
138,38 ;-3,13 ;14,66;18,16;21,2;1,44
138,38 ;-3,00 ;5,78;4,97;9,36;2,64
138,38 ;-2,88 ;5,09;6,39;10,53;4,56
138,38 ;-2,75 ;6,44;7,16;16,38;3,84
138,38 ;-2,63 ;3,22;5,94;2,61;2,88
138,38 ;-2,50 ;16,69;22,39;24,53;7,44
138,38 ;-2,38 ;11,59;21,2;19,47;9,12
138,38 ;-2,25 ;1,88;8,19;11,5;9,36
138,38 ;-2,13 ;5,09;6,06;12,47;10,8
138,38 ;-2,00 ;4,59;15,33;10,84;15,12
138,38 ;-1,88 ;5,97;14,02;6,53;18,48
138,38 ;-1,75 ;13,53;15,08;11,61;23,76
138,38 ;-1,63 ;13,31;19,64;15,19;24
138,38 ;-1,50 ;16,97;25,25;27,8;24,24
138,38 ;-1,38 ;17,66;27,56;24,11;24,72
138,38 ;-1,25 ;19,75;33,52;32,95;39,12
138,38 ;-1,13 ;21,34;33,02;26,66;36,96
138,38 ;-1,00 ;19,81;31,75;27,05;24,48
138,38 ;-0,88 ;22,25;27,38;28,73;19,68
138,38 ;-0,75 ;21,31;26,08;31,59;22,32
138,38 ;-0,63 ;20,78;25,36;31,97;14,4
138,38 ;-0,50 ;18,47;26,16;30,42;3,36
138,38 ;-0,38 ;18,47;19,98;27,45;2,64
138,38 ;-0,25 ;15,59;20,95;25,52;3,6
138,38 ;-0,13 ;16,38;22,88;27;4,08
138,38 ;0,00 ;17;26;27,61;3,36
138,38 ;0,13 ;16,41;26,2;24,38;1,68
138,38 ;0,25 ;16,28;25,89;23,69;0,96
138,38 ;0,38 ;12,78;25,03;23,16;2,64
138,38 ;0,50 ;11,53;24,39;21,91;1,92
138,38 ;0,63 ;12,38;23,64;15,25;2,4
138,38 ;0,75 ;10,19;20,77;15,8;2,88
138,38 ;0,88 ;12,16;21,06;15,17;3,84
138,38 ;1,00 ;11,34;20,17;15,64;41,28
138,38 ;1,13 ;9,5;18,83;15,7;55,44
138,38 ;1,25 ;10,22;17,23;13,38;77,52
138,38 ;1,38 ;9,06;13,94;9,83;101,04
138,38 ;1,50 ;8,31;15,23;8,12;91,68
138,38 ;1,63 ;6,44;12,38;7,64;98,4
138,38 ;1,75 ;5,91;11,58;8,55;97,2
138,38 ;1,88 ;5,59;8,39;8,12;78,48
138,38 ;2,00 ;5,31;7,64;8,39;74,64
138,38 ;2,13 ;5,72;7,89;8,09;71,52
138,38 ;2,25 ;6,38;6,78;8,59;76,56
138,38 ;2,38 ;6,91;6,47;8,11;79,44
138,38 ;2,50 ;6,75;5,75;8,09;78,24
138,38 ;2,63 ;6,12;3,38;6,06;65,76
138,38 ;2,75 ;7,81;3,72;5,03;56,64
138,38 ;2,88 ;8,41;3,48;5,94;42
138,38 ;3,00 ;8,5;3,58;7,47;27,12
138,38 ;3,13 ;7,78;2,52;6,17;20,88
138,38 ;3,25 ;7,56;2,67;6,39;11,76
138,38 ;3,38 ;7,59;2,38;5,33;10,8
138,38 ;3,50 ;7,34;2,62;5,31;13,92
138,38 ;3,63 ;6,72;3,84;5,22;14,16
138,38 ;3,75 ;6,31;4,64;5,03;22,08
138,38 ;3,88 ;6,12;6,09;5,2;25,2
138,38 ;4,00 ;6,59;7,06;4,95;47,28
138,38 ;4,13 ;7,53;7,64;4,48;57,36
138,38 ;4,25 ;8;7,89;5,48;61,92
138,38 ;4,38 ;8,84;7,97;6,23;61,2
138,38 ;4,50 ;8,94;7,77;5,73;58,08
138,38 ;4,63 ;9,09;7,77;4,86;47,28
138,38 ;4,75 ;10,16;8,36;4,8;33,12
138,38 ;4,88 ;13,06;8,58;5,11;21,36
138,38 ;5,00 ;14,53;7;5,06;10,08
138,38 ;5,13 ;15,44;8,25;5,61;11,52
138,38 ;5,25 ;14,81;8,25;5,5;12
138,38 ;5,38 ;13,66;8,86;5,16;10,32
138,38 ;5,50 ;13,12;8,62;5,09;10,56
138,38 ;5,63 ;11,41;8,98;4,58;9,84
138,38 ;5,75 ;9,88;8,45;4,45;6,48
138,38 ;5,88 ;8,69;7,42;4,19;3,6
138,38 ;6,00 ;8,72;7,48;3,62;0,48
138,38 ;6,13 ;9,84;8,02;3,48;0,72
138,38 ;6,25 ;10,84;7,86;3,38;0,72
138,38 ;6,38 ;11,44;7,59;2,97;0,96
138,38 ;6,50 ;12,47;7,61;2,77;1,2
138,38 ;6,63 ;12,53;6,7;2,86;0
138,38 ;6,75 ;11,97;6,34;2,95;0
138,38 ;6,88 ;11,31;6,61;4,73;0,48
138,38 ;7,00 ;12,19;6,98;5,14;0
138,38 ;7,13 ;13,44;6,75;5,56;0
138,38 ;7,25 ;12,44;6,17;5,5;0
138,38 ;7,38 ;12,75;5,47;6,05;0
138,38 ;7,50 ;14,34;5,61;5,28;0
138,38 ;7,63 ;14,41;5,66;5,45;0
138,38 ;7,75 ;13,97;5,14;6,27;0
138,38 ;7,88 ;14,06;5,44;6,53;0
138,38 ;8,00 ;12,91;4,95;5,69;0,48
138,38 ;8,13 ;11,97;4,98;4,58;0,96
138,38 ;8,25 ;12,09;4,27;5,77;1,44
138,38 ;8,38 ;12;2,97;5,64;1,68
138,38 ;8,50 ;12,06;3,16;4,38;1,92
138,38 ;8,63 ;11,09;4,12;3,12;2,16
138,38 ;8,75 ;10,78;4,08;4,44;4,32
138,38 ;8,88 ;10,69;3,33;6,05;9,6
138,38 ;9,00 ;10,06;3,33;8,22;10,08
138,38 ;9,13 ;10,62;3,69;7,86;11,52
138,38 ;9,25 ;9,81;3,44;9,92;12,24
138,38 ;9,38 ;9,69;2,92;10,11;12
138,38 ;9,50 ;11,03;3,19;10,53;14,16
138,38 ;9,63 ;9,62;2,77;11,88;15,6
138,38 ;9,75 ;8,69;2,83;10,12;16,32
138,38 ;9,88 ;10,56;3,17;8,91;17,04
138,38 ;10,00 ;12,28;3,78;7,7;22,56
138,50 ;-10,00 ;0,53;1,02;0,64;0
138,50 ;-9,88 ;0,62;0,97;0,7;0
138,50 ;-9,75 ;0,44;0,97;0,48;0
138,50 ;-9,63 ;0,88;0,94;0,67;0
138,50 ;-9,50 ;0,81;0,91;0,72;0
138,50 ;-9,38 ;1,06;1,16;1,05;0
138,50 ;-9,25 ;1,34;1,22;0,92;0
138,50 ;-9,13 ;1,31;1,16;0,91;0
138,50 ;-9,00 ;1,47;1,2;1,02;0
138,50 ;-8,88 ;1,38;1,2;1,06;0
138,50 ;-8,75 ;1,66;1,09;1;0
138,50 ;-8,63 ;1,66;1,06;1,27;0
138,50 ;-8,50 ;2;1,5;1,52;0
138,50 ;-8,38 ;1,97;1,47;1,8;0
138,50 ;-8,25 ;0,72;0,47;1,08;0
138,50 ;-8,13 ;0,47;0,19;0,78;0
138,50 ;-8,00 ;0,19;0,11;0,28;0
138,50 ;-7,88 ;0,22;0,11;0,33;0
138,50 ;-7,75 ;0,06;0,02;0,09;0
138,50 ;-7,63 ;0;0,02;0,03;0
138,50 ;-7,50 ;0;0;0,02;0
138,50 ;-7,38 ;0;0;0;0
138,50 ;-7,25 ;0,03;0;0,02;0
138,50 ;-7,13 ;0,19;0;0,31;0
138,50 ;-7,00 ;0,09;0;0,25;0
138,50 ;-6,88 ;0;0;0,02;0
138,50 ;-6,75 ;0,03;0;0;0
138,50 ;-6,63 ;0;0;0;0
138,50 ;-6,50 ;0,03;0,02;0;0
138,50 ;-6,38 ;0,03;0,03;0;0
138,50 ;-6,25 ;0,03;0,31;0,02;0
138,50 ;-6,13 ;0,16;0,64;0,05;0
138,50 ;-6,00 ;0,75;0,77;0,11;0
138,50 ;-5,88 ;0,5;0,84;0,2;0
138,50 ;-5,75 ;0,25;0,62;0,17;0
138,50 ;-5,63 ;0,59;0,75;0,55;0
138,50 ;-5,50 ;1,34;0,91;0,59;0
138,50 ;-5,38 ;1,72;1,77;1,34;0
138,50 ;-5,25 ;2,09;1,11;1,69;0
138,50 ;-5,13 ;2,47;2,27;2,59;0
138,50 ;-5,00 ;3,25;3,81;2,75;0,24
138,50 ;-4,88 ;4,59;4,92;2,39;0,48
138,50 ;-4,75 ;7,91;7,98;2,95;0,96
138,50 ;-4,63 ;17,44;5,33;4,44;1,68
138,50 ;-4,50 ;60,53;8,77;14,92;1,92
138,50 ;-4,38 ;72,78;35,45;11,88;2,64
138,50 ;-4,25 ;51,34;28,12;21,2;1,68
138,50 ;-4,13 ;26,94;15,28;15,81;0,24
138,50 ;-4,00 ;10,25;12;15,08;0
138,50 ;-3,88 ;3,38;5,16;5,86;0
138,50 ;-3,75 ;3,97;4,97;7,64;0
138,50 ;-3,63 ;1,47;9,86;6,47;0
138,50 ;-3,50 ;39,25;47,61;49,17;0,48
138,50 ;-3,38 ;24,91;28,22;31,36;0,48
138,50 ;-3,25 ;5,84;4,3;21,55;0,72
138,50 ;-3,13 ;7,31;9,56;24,23;0,48
138,50 ;-3,00 ;4,03;5,77;10,84;1,68
138,50 ;-2,88 ;5,12;5,7;9,52;2,4
138,50 ;-2,75 ;3,53;3,14;5,16;2,64
138,50 ;-2,63 ;4,66;7,42;16,3;3,84
138,50 ;-2,50 ;26,88;41,75;48,78;2,88
138,50 ;-2,38 ;15,44;27,89;13,53;8,16
138,50 ;-2,25 ;2,97;4,62;8,83;9,36
138,50 ;-2,13 ;6,5;9,16;12,36;12,96
138,50 ;-2,00 ;4,38;9,25;7,25;18,96
138,50 ;-1,88 ;13,44;15,11;17,58;26,4
138,50 ;-1,75 ;12,41;18,91;13,22;27,6
138,50 ;-1,63 ;15,78;21,83;20,52;27,12
138,50 ;-1,50 ;18,12;26,61;26,78;28,32
138,50 ;-1,38 ;18,03;26,69;24,25;31,2
138,50 ;-1,25 ;19,56;32,3;32,2;45,12
138,50 ;-1,13 ;20,59;32,12;26,33;44,64
138,50 ;-1,00 ;22,06;33,98;29,02;29,52
138,50 ;-0,88 ;21,44;28,89;28,58;25,68
138,50 ;-0,75 ;22,44;27,34;31,91;18,96
138,50 ;-0,63 ;22,31;24,75;33,97;12,48
138,50 ;-0,50 ;21,47;24,67;30,3;4,8
138,50 ;-0,38 ;20,66;21,42;28,39;2,16
138,50 ;-0,25 ;15,66;24,03;25,3;2,16
138,50 ;-0,13 ;15,47;25,78;24,67;4,32
138,50 ;0,00 ;15,28;27,89;25,83;6,72
138,50 ;0,13 ;15,44;28,5;24,47;4,8
138,50 ;0,25 ;14,66;28,52;25,58;4,32
138,50 ;0,38 ;13,72;26,12;22,12;0,96
138,50 ;0,50 ;12,09;24,3;22,09;1,68
138,50 ;0,63 ;10,72;23,89;19,47;1,2
138,50 ;0,75 ;10,72;19,08;17,78;1,44
138,50 ;0,88 ;10,5;22,03;15,08;1,92
138,50 ;1,00 ;11,06;20,23;13,98;27,12
138,50 ;1,13 ;8,72;18,03;16,48;52,08
138,50 ;1,25 ;9,03;18,73;15,5;61,68
138,50 ;1,38 ;8,25;15,19;12,8;107,28
138,50 ;1,50 ;8,78;12,03;9,31;94,56
138,50 ;1,63 ;6,53;11,08;6,08;98,4
138,50 ;1,75 ;7,03;11,11;6,77;100,32
138,50 ;1,88 ;7,03;10,23;7,47;91,2
138,50 ;2,00 ;6,66;7,86;6,16;86,16
138,50 ;2,13 ;6,44;8,2;6,25;87,36
138,50 ;2,25 ;5,91;6,03;6,12;84,72
138,50 ;2,38 ;7,06;7,06;6,3;89,76
138,50 ;2,50 ;6,31;5,56;6,27;79,92
138,50 ;2,63 ;6,94;3,39;5,28;77,28
138,50 ;2,75 ;7,28;3,47;4,62;64,32
138,50 ;2,88 ;8,59;3,28;4,25;43,92
138,50 ;3,00 ;8,44;3,66;5,69;26,88
138,50 ;3,13 ;7,47;2,8;5,75;13,2
138,50 ;3,25 ;7,72;2,38;4,7;10,32
138,50 ;3,38 ;7,78;1,94;5,44;10,56
138,50 ;3,50 ;7,53;2,56;4,86;13,2
138,50 ;3,63 ;6,94;2,89;5,28;14,64
138,50 ;3,75 ;6,88;3,94;6,34;18,72
138,50 ;3,88 ;6,94;5,14;6,98;28,08
138,50 ;4,00 ;6,97;6,94;6,5;50,64
138,50 ;4,13 ;7,75;6,7;6,03;60
138,50 ;4,25 ;8,25;7,92;6,77;66,24
138,50 ;4,38 ;8,97;8;6,95;68,88
138,50 ;4,50 ;10,19;7,81;4,61;66
138,50 ;4,63 ;10,78;7,55;3,77;55,92
138,50 ;4,75 ;10,69;7,55;4,41;42
138,50 ;4,88 ;13,09;7,56;5,09;30,24
138,50 ;5,00 ;15,03;6,45;5,5;16,08
138,50 ;5,13 ;16,38;6,78;5,42;12,24
138,50 ;5,25 ;17,44;7,42;5,25;13,2
138,50 ;5,38 ;14,97;7,77;6,05;12,96
138,50 ;5,50 ;11,62;8,16;5,22;16,56
138,50 ;5,63 ;10,25;9;4,5;10,08
138,50 ;5,75 ;9,16;8,42;5,22;6,24
138,50 ;5,88 ;8,22;8,03;4,92;3,84
138,50 ;6,00 ;8,94;8,22;3,86;2,4
138,50 ;6,13 ;11,12;8,17;4,09;2,16
138,50 ;6,25 ;11,97;6,89;3,95;1,92
138,50 ;6,38 ;12,06;6,72;3,19;3,12
138,50 ;6,50 ;12,44;6,73;2,84;0,24
138,50 ;6,63 ;13,03;6,66;3,06;0,24
138,50 ;6,75 ;12,59;5,72;3,39;1,2
138,50 ;6,88 ;11,75;5,52;4,44;0
138,50 ;7,00 ;12,97;5,66;5,02;0
138,50 ;7,13 ;13,88;6,14;4,94;0
138,50 ;7,25 ;13,28;5,86;5,27;0
138,50 ;7,38 ;13,97;5,53;5,88;0
138,50 ;7,50 ;14,16;5,5;5,08;0
138,50 ;7,63 ;14,19;5,75;5,67;0
138,50 ;7,75 ;14,25;5,48;6,45;0
138,50 ;7,88 ;13,78;5,06;5,81;0,24
138,50 ;8,00 ;12;5,2;4,52;0,48
138,50 ;8,13 ;13,56;5,3;3,25;0,96
138,50 ;8,25 ;14,44;3,91;4,58;2,16
138,50 ;8,38 ;11,97;2,8;5,77;2,4
138,50 ;8,50 ;11,56;3,42;3,95;2,88
138,50 ;8,63 ;10,81;4,02;4,14;3,12
138,50 ;8,75 ;11,53;3,55;4,7;5,52
138,50 ;8,88 ;11,44;3,47;6,2;11,52
138,50 ;9,00 ;10,66;3,36;8,22;18,24
138,50 ;9,13 ;11,66;3,52;7,17;21,12
138,50 ;9,25 ;12,12;3,06;7,25;21,12
138,50 ;9,38 ;11,03;3,06;8,53;23,52
138,50 ;9,50 ;10,91;3,16;9,5;28,32
138,50 ;9,63 ;11;3;10,7;30,96
138,50 ;9,75 ;10,53;3,92;9,45;35,28
138,50 ;9,88 ;10,12;4,25;7,48;37,92
138,50 ;10,00 ;12,25;4,28;6,22;35,76
138,63 ;-10,00 ;0,81;1,19;0,7;0
138,63 ;-9,88 ;0,44;1,23;0,47;0
138,63 ;-9,75 ;0,53;0,86;0,44;0
138,63 ;-9,63 ;0,97;1;0,62;0
138,63 ;-9,50 ;0,97;1,02;0,66;0
138,63 ;-9,38 ;1,06;1,14;0,98;0
138,63 ;-9,25 ;1,38;1,19;1,08;0
138,63 ;-9,13 ;1,41;1,12;1,05;0
138,63 ;-9,00 ;1,28;1,28;1,05;0
138,63 ;-8,88 ;1,44;1,23;1,14;0
138,63 ;-8,75 ;1,56;1,45;1,33;0
138,63 ;-8,63 ;1,31;1,05;1,25;0
138,63 ;-8,50 ;1,78;1,33;1,31;0
138,63 ;-8,38 ;2,16;1,28;1,59;0
138,63 ;-8,25 ;0,75;0,34;0,61;0
138,63 ;-8,13 ;0,47;0,27;0,78;0
138,63 ;-8,00 ;0,25;0,08;0,27;0
138,63 ;-7,88 ;0,22;0,2;0,38;0
138,63 ;-7,75 ;0,03;0,03;0,06;0
138,63 ;-7,63 ;0;0,03;0,03;0
138,63 ;-7,50 ;0;0,02;0,02;0
138,63 ;-7,38 ;0;0;0;0
138,63 ;-7,25 ;0;0;0;0
138,63 ;-7,13 ;0;0;0;0
138,63 ;-7,00 ;0;0;0;0
138,63 ;-6,88 ;0;0;0;0
138,63 ;-6,75 ;0;0;0;0
138,63 ;-6,63 ;0,03;0,02;0;0
138,63 ;-6,50 ;0,12;0,06;0,03;0
138,63 ;-6,38 ;0,03;0;0,02;0
138,63 ;-6,25 ;0,06;0,03;0,02;0
138,63 ;-6,13 ;0,12;0,41;0,09;0
138,63 ;-6,00 ;0,31;0,86;0,19;0
138,63 ;-5,88 ;0,34;1,19;0,2;0
138,63 ;-5,75 ;0,28;0,86;0,22;0
138,63 ;-5,63 ;0,41;0,7;0,34;0
138,63 ;-5,50 ;1,06;0,98;0,62;0
138,63 ;-5,38 ;2,53;1,98;2,08;0
138,63 ;-5,25 ;1,97;1,36;1,84;0
138,63 ;-5,13 ;3;2,31;2,53;0
138,63 ;-5,00 ;4,19;4,09;2,78;0
138,63 ;-4,88 ;6,44;4,61;2,94;0
138,63 ;-4,75 ;12,38;7,73;2,41;0,72
138,63 ;-4,63 ;29,41;7,42;12,84;0,72
138,63 ;-4,50 ;62,59;10,59;26,33;0,96
138,63 ;-4,38 ;40,12;20,08;9,31;2,4
138,63 ;-4,25 ;23,53;19,53;14,92;1,2
138,63 ;-4,13 ;11,44;18,23;12,83;0,24
138,63 ;-4,00 ;7,94;14,77;9,41;0
138,63 ;-3,88 ;2,84;5,11;4,88;0
138,63 ;-3,75 ;4,03;3,42;6,78;0
138,63 ;-3,63 ;1,97;4,19;8,83;0
138,63 ;-3,50 ;17,75;31,23;34,22;0,24
138,63 ;-3,38 ;27,62;18,88;27,11;0,24
138,63 ;-3,25 ;3,19;5,7;22,61;0,24
138,63 ;-3,13 ;8,09;9,41;19,92;0,24
138,63 ;-3,00 ;3,06;4,8;9,89;0,96
138,63 ;-2,88 ;2,75;4,86;3,64;3,12
138,63 ;-2,75 ;1,47;3,8;1,11;2,64
138,63 ;-2,63 ;4,75;6,41;15,45;2,4
138,63 ;-2,50 ;7,91;20,06;16,23;4,08
138,63 ;-2,38 ;6,44;23,5;10,69;11,04
138,63 ;-2,25 ;2,53;3,12;4,72;11,28
138,63 ;-2,13 ;6,69;13,47;17,53;13,2
138,63 ;-2,00 ;4,59;12,33;10,27;22,32
138,63 ;-1,88 ;12,44;22,73;15,17;28,08
138,63 ;-1,75 ;13,84;21,08;9,81;30,96
138,63 ;-1,63 ;18,53;23,31;18,58;30,48
138,63 ;-1,50 ;19,84;26,44;25,34;31,2
138,63 ;-1,38 ;19,84;24,83;24,34;29,52
138,63 ;-1,25 ;18,69;28,38;27,75;46,08
138,63 ;-1,13 ;18,09;27,09;24,55;40,08
138,63 ;-1,00 ;19;33,03;27,12;29,52
138,63 ;-0,88 ;19,41;31,36;25,77;28,56
138,63 ;-0,75 ;22,12;32,62;29,06;22,32
138,63 ;-0,63 ;22,38;26,59;29,61;11,28
138,63 ;-0,50 ;22,59;26,22;27,83;5,28
138,63 ;-0,38 ;18,53;24,22;28,27;2,88
138,63 ;-0,25 ;15,41;25,84;25,7;3,36
138,63 ;-0,13 ;14,88;25,84;25,86;2,64
138,63 ;0,00 ;12,12;27,47;22,45;6,48
138,63 ;0,13 ;14,81;30,34;22,55;8,4
138,63 ;0,25 ;12,19;23,55;20,48;4,32
138,63 ;0,38 ;14,19;23,34;21,02;4,32
138,63 ;0,50 ;13,59;23,06;23;1,44
138,63 ;0,63 ;11,06;24,06;19,98;1,2
138,63 ;0,75 ;9,12;21,56;16,56;1,68
138,63 ;0,88 ;9,09;21,12;12,83;1,68
138,63 ;1,00 ;10,41;18,52;11,92;18,24
138,63 ;1,13 ;9,69;16,2;12,3;36,24
138,63 ;1,25 ;8,38;17,72;12,33;60,72
138,63 ;1,38 ;8,56;14,06;9,59;108,72
138,63 ;1,50 ;9,97;10,47;8,23;100,32
138,63 ;1,63 ;7,38;9,05;6,53;98,88
138,63 ;1,75 ;6,69;10,34;4,92;96,72
138,63 ;1,88 ;6,78;9,75;6,52;94,8
138,63 ;2,00 ;7,34;7,48;6,42;91,2
138,63 ;2,13 ;6,56;8,14;6,88;95,28
138,63 ;2,25 ;6,53;7,34;7,03;96,24
138,63 ;2,38 ;7,25;6,17;6,08;94,8
138,63 ;2,50 ;6,56;5,14;4,92;80,88
138,63 ;2,63 ;6,56;4,55;4,5;69,36
138,63 ;2,75 ;6,97;3,89;2,75;61,92
138,63 ;2,88 ;7,53;3,89;2,97;52,32
138,63 ;3,00 ;7,5;3,67;4,45;21,36
138,63 ;3,13 ;7,84;3,7;6,02;17,28
138,63 ;3,25 ;8,19;3,11;5,77;11,76
138,63 ;3,38 ;8,16;2,89;4,97;11,76
138,63 ;3,50 ;8,47;2,72;4,41;13,92
138,63 ;3,63 ;6,91;2,89;5,28;14,64
138,63 ;3,75 ;6,72;3,23;6,98;20,88
138,63 ;3,88 ;7,38;4,55;6,61;30,24
138,63 ;4,00 ;7,12;6,08;7,25;51,36
138,63 ;4,13 ;7,25;6,66;8,94;60
138,63 ;4,25 ;7,91;8,12;8,38;64,32
138,63 ;4,38 ;8,72;7,97;6,94;72,72
138,63 ;4,50 ;9,53;7,36;4,73;72,24
138,63 ;4,63 ;10,84;6,8;4,75;61,68
138,63 ;4,75 ;11,09;7,44;4,34;46,08
138,63 ;4,88 ;11,88;7,31;4,72;34,32
138,63 ;5,00 ;14,34;6,39;5,95;18,96
138,63 ;5,13 ;16,34;6,05;6,23;14,16
138,63 ;5,25 ;17,09;6,52;6,53;13,92
138,63 ;5,38 ;15,41;6,64;7,05;15,6
138,63 ;5,50 ;12,38;7,45;6,64;14,4
138,63 ;5,63 ;10,19;7,75;6,81;8,4
138,63 ;5,75 ;9,31;7,91;7,19;6,24
138,63 ;5,88 ;8,88;8,39;5,73;4,32
138,63 ;6,00 ;8,88;8,19;4,81;3,12
138,63 ;6,13 ;10;7,23;4,67;1,92
138,63 ;6,25 ;11,03;6,44;4,34;2,88
138,63 ;6,38 ;12,16;6,64;3,38;2,4
138,63 ;6,50 ;12,72;6,95;3,16;0,24
138,63 ;6,63 ;13,75;5,8;3,53;0,96
138,63 ;6,75 ;13;6,38;4,06;0,24
